Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Allen Iverson,27,PHI,SG,82,82,3485,21.2,0.5,0.156,0.379,2.3,9.5,5.8,25.1,3.4,0.3,11.2,32.9,5.0,4.2,9.2,0.127,3.2,0.2,3.5,4.8
Kobe Bryant,24,LAL,SG,82,82,3401,26.2,0.55,0.168,0.371,3.5,15.3,9.3,27.2,2.8,1.4,11.4,32.9,11.0,4.0,14.9,0.21,6.3,0.7,7.1,7.7
Shawn Marion,24,PHO,SF,81,81,3373,21.3,0.538,0.248,0.201,6.6,19.4,13.0,10.4,2.9,2.1,9.0,23.3,7.3,5.8,13.0,0.186,3.9,1.7,5.6,6.5
Jalen Rose,30,CHI,SF,82,82,3351,14.9,0.508,0.227,0.295,2.3,9.2,5.8,21.1,1.1,0.5,13.7,27.4,2.5,1.1,3.6,0.052,0.9,-2.1,-1.2,0.7
Kevin Garnett,26,MIN,PF,82,82,3321,26.4,0.553,0.048,0.339,8.6,28.5,18.8,25.8,1.8,2.8,11.9,26.4,9.8,5.8,15.6,0.225,6.0,2.4,8.4,8.7
Jamal Mashburn,30,NOH,SF,82,81,3321,18.0,0.507,0.193,0.233,2.3,15.3,8.7,26.2,1.3,0.4,11.6,27.1,5.4,3.6,9.0,0.13,2.6,-0.4,2.2,3.5
Steve Francis,25,HOU,PG,81,81,3318,20.6,0.541,0.183,0.454,5.7,11.5,8.7,28.0,2.3,0.9,16.0,26.1,7.4,3.7,11.1,0.16,3.4,0.3,3.8,4.8
Stephon Marbury,25,PHO,PG,81,81,3240,20.1,0.52,0.193,0.305,1.8,7.4,4.6,36.6,1.7,0.5,13.2,27.7,7.1,2.5,9.6,0.142,3.7,-0.7,2.9,4.0
Antoine Walker,26,BOS,PF,78,78,3235,14.6,0.467,0.375,0.184,3.4,16.7,9.9,23.3,1.9,0.8,13.4,27.9,-1.6,4.2,2.6,0.039,0.1,-0.6,-0.5,1.3
Antawn Jamison,26,GSW,SF,82,82,3226,19.0,0.542,0.142,0.323,6.5,12.5,9.5,8.6,1.2,0.9,9.5,24.5,8.2,0.3,8.5,0.126,2.8,-2.1,0.7,2.2
Gary Payton,34,SEA,PG,52,52,2123,21.4,0.495,0.115,0.236,3.1,10.8,6.9,41.6,2.4,0.4,10.7,27.1,4.3,1.9,6.2,0.14,4.0,0.1,4.1,3.2
Gary Payton,34,MIL,PG,28,28,1085,20.5,0.523,0.143,0.249,2.5,6.8,4.6,33.8,2.0,0.5,9.6,25.0,2.8,0.1,2.9,0.128,3.3,-2.0,1.3,0.9
Tim Duncan,26,SAS,PF,81,81,3181,26.9,0.564,0.016,0.455,9.9,27.3,19.0,19.5,0.9,5.2,12.9,28.0,9.5,6.9,16.5,0.248,5.0,2.5,7.6,7.7
Ricky Davis,23,CLE,SG,79,76,3131,16.1,0.485,0.139,0.316,3.4,10.7,7.0,26.5,2.0,0.8,14.2,27.1,1.5,1.5,3.0,0.046,1.0,-1.4,-0.3,1.3
Dirk Nowitzki,24,DAL,PF,80,80,3117,25.6,0.581,0.262,0.368,2.9,25.1,14.0,13.3,1.8,2.0,8.1,27.4,10.8,5.3,16.1,0.249,5.8,1.4,7.2,7.3
Allan Houston,31,NYK,SG,82,82,3108,17.7,0.563,0.307,0.27,1.0,7.9,4.4,13.2,0.9,0.2,9.8,27.0,6.6,0.6,7.2,0.111,2.9,-1.8,1.0,2.4
Eric Snow,29,PHI,PG,82,82,3108,15.6,0.546,0.04,0.474,2.6,8.8,5.7,27.6,2.2,0.3,16.7,16.8,5.7,2.7,8.4,0.13,0.4,0.3,0.7,2.1
Paul Pierce,25,BOS,SG,79,79,3096,22.7,0.532,0.246,0.473,3.8,17.7,10.6,24.2,2.4,1.6,13.0,33.2,5.3,4.8,10.1,0.157,4.2,0.7,4.9,5.4
Shareef Abdur-Rahim,26,ATL,PF,81,81,3087,19.9,0.566,0.051,0.457,6.7,17.8,12.5,14.7,1.5,0.9,13.0,24.2,7.4,2.3,9.7,0.151,2.3,-0.7,1.6,2.8
Jason Terry,25,ATL,PG,81,81,3081,18.2,0.549,0.378,0.256,1.4,8.6,5.2,34.8,2.2,0.3,16.4,22.6,6.0,1.4,7.4,0.116,3.0,-1.2,1.8,3.0
Rashard Lewis,23,SEA,SF,77,77,3044,16.7,0.537,0.189,0.3,5.8,13.8,9.7,7.9,1.8,0.9,9.9,22.2,5.0,2.8,7.8,0.122,1.2,-0.5,0.7,2.1
Cuttino Mobley,27,HOU,SG,73,73,3044,14.7,0.537,0.298,0.264,2.7,8.6,5.7,12.2,1.7,0.8,12.2,20.6,4.5,2.5,6.9,0.109,0.5,-0.2,0.2,1.7
Michael Jordan,39,WAS,SF,82,67,3031,19.3,0.491,0.036,0.212,2.8,16.7,9.7,21.1,2.2,1.0,9.4,28.7,2.9,3.4,6.2,0.099,1.8,0.0,1.7,2.8
Jason Kidd,29,NJN,PG,80,80,2989,22.2,0.526,0.297,0.324,4.2,15.1,9.6,42.2,3.1,0.6,17.2,25.9,5.5,5.8,11.3,0.182,4.8,1.8,6.6,6.5
Tracy McGrady,23,ORL,SG,75,74,2954,30.3,0.564,0.247,0.4,4.6,14.6,9.5,30.0,2.2,1.5,8.4,35.2,13.2,2.9,16.1,0.262,9.8,0.7,10.5,9.3
Morris Peterson,25,TOR,SF,82,80,2949,12.6,0.488,0.321,0.23,3.6,10.7,7.0,11.1,1.6,0.8,9.8,20.3,2.1,1.1,3.2,0.052,-0.6,-1.2,-1.8,0.1
Pau Gasol,22,MEM,PF,82,82,2948,20.7,0.57,0.009,0.506,7.4,19.9,13.7,13.6,0.6,3.4,13.5,24.1,6.5,2.0,8.5,0.138,2.1,-0.3,1.8,2.8
Karl Malone,39,UTA,PF,81,81,2936,21.7,0.534,0.011,0.482,4.8,20.5,13.0,24.4,2.5,0.8,11.8,27.8,6.9,4.3,11.1,0.182,3.2,1.0,4.2,4.6
Andre Miller,26,LAC,PG,80,80,2913,15.2,0.495,0.116,0.421,3.3,9.0,6.1,31.3,1.8,0.3,15.8,20.3,3.6,1.0,4.6,0.076,0.2,-1.3,-1.1,0.6
Ray Allen,27,MIL,SG,47,46,1683,19.9,0.564,0.387,0.243,3.1,12.1,7.6,17.5,1.8,0.5,11.6,27.8,3.8,0.5,4.3,0.123,3.4,-1.9,1.6,1.5
Ray Allen,27,SEA,SG,29,29,1197,23.3,0.567,0.396,0.268,4.7,11.4,8.0,27.3,2.1,0.2,11.5,27.7,3.8,1.0,4.8,0.193,6.4,0.2,6.6,2.6
Richard Jefferson,22,NJN,SF,80,80,2879,16.6,0.563,0.026,0.479,6.0,14.4,10.2,12.1,1.5,1.1,12.4,19.7,5.4,4.4,9.9,0.164,0.9,0.6,1.5,2.5
Ben Wallace,28,DET,C,73,73,2873,17.2,0.486,0.014,0.432,11.9,34.9,23.2,6.9,2.0,5.9,14.5,10.2,2.7,7.9,10.6,0.176,0.4,3.5,3.9,4.3
Gilbert Arenas,21,GSW,PG,82,82,2866,18.6,0.54,0.265,0.397,3.6,10.6,7.2,30.0,2.2,0.4,17.3,24.9,5.8,0.7,6.5,0.109,2.6,-1.3,1.3,2.4
Jermaine O'Neal,24,IND,PF,77,76,2864,21.4,0.539,0.017,0.405,8.1,22.8,15.6,10.4,1.2,4.5,10.8,26.2,5.3,5.2,10.5,0.177,2.0,0.9,2.9,3.5
Latrell Sprewell,32,NYK,SF,74,73,2859,14.3,0.497,0.319,0.193,1.8,10.1,5.9,19.7,1.9,0.6,12.3,22.6,1.6,1.6,3.2,0.054,0.7,-0.6,0.1,1.5
Caron Butler,22,MIA,SF,78,78,2858,15.1,0.502,0.104,0.363,5.3,10.9,8.0,14.1,2.6,0.9,13.8,22.9,1.6,3.6,5.1,0.086,-0.4,1.0,0.5,1.8
Derek Fisher,28,LAL,PG,82,82,2829,11.9,0.52,0.274,0.161,1.6,8.0,4.8,16.1,1.7,0.4,10.2,14.5,3.8,1.4,5.2,0.088,-1.0,-0.3,-1.3,0.5
Clifford Robinson,36,DET,PF,81,69,2825,12.4,0.477,0.277,0.255,3.3,10.1,6.7,17.4,1.7,2.3,13.2,20.4,0.4,4.0,4.4,0.075,-0.9,0.9,0.0,1.4
Tony Parker,20,SAS,PG,82,82,2774,16.5,0.542,0.233,0.278,1.4,7.3,4.5,27.9,1.4,0.1,14.5,22.9,5.1,2.6,7.7,0.134,1.4,-1.0,0.5,1.7
Desmond Mason,25,SEA,SF,52,15,1811,14.2,0.49,0.082,0.271,5.6,16.3,10.9,9.3,1.4,0.9,9.0,21.3,1.5,1.7,3.1,0.083,-0.6,-0.9,-1.5,0.2
Desmond Mason,25,MIL,SF,28,25,952,16.9,0.525,0.049,0.291,8.1,15.1,11.6,12.1,1.1,0.9,9.4,21.3,1.8,0.3,2.0,0.103,1.1,-2.2,-1.2,0.2
Jerry Stackhouse,28,WAS,SG,70,70,2747,18.7,0.528,0.204,0.431,2.6,8.5,5.6,21.7,1.3,0.8,11.9,27.9,5.1,1.4,6.5,0.114,2.9,-1.6,1.3,2.3
Juwan Howard,29,DEN,PF,77,77,2730,17.2,0.501,0.003,0.278,7.4,18.1,12.5,18.1,1.5,0.8,11.8,26.1,2.7,3.4,6.0,0.106,1.2,-0.1,1.1,2.1
Steve Nash,28,DAL,PG,82,82,2711,22.6,0.576,0.241,0.304,2.6,7.0,4.8,36.3,1.6,0.2,13.2,24.4,9.7,1.9,11.6,0.206,5.4,-0.8,4.6,4.5
Doug Christie,32,SAC,SG,80,80,2710,15.0,0.59,0.332,0.312,2.5,10.6,6.8,19.3,3.3,0.9,18.5,12.7,4.2,4.7,8.9,0.157,0.0,3.2,3.2,3.6
David Wesley,32,NOH,SG,73,73,2710,15.1,0.533,0.305,0.229,1.6,5.9,3.8,16.4,2.2,0.2,10.4,21.4,4.5,2.5,7.0,0.124,1.0,0.1,1.1,2.1
Sam Cassell,33,MIL,PG,78,77,2700,22.3,0.565,0.14,0.385,2.5,12.4,7.4,29.6,1.7,0.4,11.5,26.5,8.8,0.8,9.6,0.171,3.9,-1.2,2.7,3.2
Jason Richardson,22,GSW,SG,82,82,2698,14.8,0.501,0.288,0.233,4.4,10.4,7.5,15.3,1.7,0.6,12.3,23.0,3.4,0.3,3.7,0.066,1.0,-1.6,-0.5,1.0
Rasheed Wallace,28,POR,PF,74,74,2684,18.5,0.552,0.281,0.249,5.1,19.6,12.3,10.2,1.4,2.2,10.3,23.3,5.1,3.4,8.5,0.151,2.3,0.2,2.5,3.1
Michael Finley,29,DAL,SF,69,69,2642,17.6,0.514,0.27,0.193,4.5,12.3,8.4,12.8,1.5,0.6,8.1,24.2,4.3,2.5,6.7,0.123,2.4,-0.8,1.7,2.4
Brian Grant,30,MIA,C,82,82,2641,15.6,0.552,0.0,0.303,10.2,26.8,18.3,7.2,1.3,1.4,14.4,16.0,3.5,4.1,7.7,0.139,-0.8,0.4,-0.4,1.1
Richard Hamilton,24,DET,SG,82,82,2640,18.7,0.531,0.093,0.411,3.9,10.5,7.1,17.0,1.3,0.4,11.6,31.3,4.3,3.0,7.3,0.132,1.2,-0.8,0.4,1.6
Alvin Williams,28,TOR,PG,78,78,2638,16.7,0.508,0.161,0.264,2.3,8.6,5.3,27.7,2.2,0.6,11.2,19.7,4.4,1.2,5.5,0.101,0.8,-0.4,0.4,1.6
Kenyon Martin,25,NJN,PF,77,77,2628,16.9,0.511,0.04,0.362,7.1,20.7,13.9,13.0,2.0,2.0,13.3,24.8,1.8,5.3,7.1,0.129,-0.2,1.2,1.0,2.0
Chris Webber,29,SAC,PF,67,67,2622,20.9,0.485,0.015,0.247,6.9,21.1,14.4,24.6,2.0,2.2,11.9,30.4,1.7,5.3,6.9,0.127,2.0,1.5,3.5,3.6
P.J. Brown,33,NOH,PF,78,78,2609,17.6,0.592,0.005,0.386,10.7,20.7,15.6,9.2,1.4,2.2,12.2,14.0,6.4,3.8,10.2,0.188,1.6,1.0,2.5,3.0
Troy Hudson,26,MIN,PG,79,74,2600,15.2,0.531,0.278,0.242,1.9,6.0,4.0,27.0,1.2,0.2,14.7,21.6,4.0,1.1,5.1,0.094,1.4,-1.7,-0.3,1.1
Glenn Robinson,30,ATL,SF,69,68,2591,16.7,0.519,0.211,0.245,3.9,15.7,10.0,15.5,1.9,0.7,15.2,28.8,1.0,1.9,2.9,0.055,0.7,-1.5,-0.8,0.8
Pat Garrity,26,ORL,PF,81,53,2584,11.2,0.551,0.547,0.134,3.1,10.7,6.8,7.5,1.2,0.6,8.9,15.0,3.6,1.3,4.9,0.091,0.0,-1.0,-1.0,0.7
Kurt Thomas,30,NYK,C,81,81,2577,16.7,0.511,0.003,0.179,7.1,22.2,14.5,11.3,1.7,2.8,11.1,22.4,2.3,3.0,5.4,0.1,-0.6,0.7,0.1,1.3
Amar'e Stoudemire,20,PHO,PF,82,71,2570,16.2,0.53,0.012,0.583,10.9,20.9,15.9,5.0,1.3,2.5,15.3,21.5,2.6,3.6,6.2,0.116,-0.9,-0.4,-1.4,0.4
Bruce Bowen,31,SAS,SF,82,82,2566,9.1,0.563,0.478,0.186,2.8,7.8,5.4,6.8,1.4,1.1,12.2,10.7,2.4,2.7,5.1,0.096,-0.7,1.0,0.2,1.4
Matt Harpring,26,UTA,SF,78,69,2557,19.3,0.588,0.157,0.325,9.4,14.8,12.2,9.9,1.5,0.5,12.1,23.9,6.4,2.4,8.8,0.166,3.0,-1.1,1.9,2.6
Derek Anderson,28,POR,PG,76,76,2556,16.9,0.556,0.398,0.323,2.5,10.0,6.2,20.7,1.9,0.5,11.9,19.5,5.9,2.2,8.1,0.153,2.2,0.1,2.3,2.8
Shaquille O'Neal,30,LAL,C,67,66,2535,29.5,0.602,0.0,0.599,11.4,21.6,16.5,16.2,0.8,4.5,11.4,30.2,10.2,3.0,13.2,0.25,6.4,0.1,6.5,5.5
Theo Ratliff,29,ATL,C,81,81,2518,13.8,0.512,0.0,0.36,7.3,19.7,13.7,4.8,1.2,7.3,16.6,15.0,0.7,3.4,4.0,0.077,-2.5,1.8,-0.7,0.8
James Posey,26,DEN,SF,25,24,872,12.3,0.477,0.272,0.315,4.8,15.0,9.7,16.5,1.8,0.5,15.2,22.2,0.0,1.0,1.0,0.055,-0.5,0.6,0.1,0.5
James Posey,26,HOU,SF,58,47,1646,14.2,0.551,0.329,0.336,3.7,15.7,9.8,10.8,2.5,0.4,13.7,16.0,2.3,2.1,4.4,0.129,-0.5,1.3,0.8,1.2
Troy Murphy,22,GSW,PF,79,79,2510,15.9,0.526,0.019,0.387,9.8,24.3,17.1,6.6,1.3,0.8,11.2,16.7,4.7,1.7,6.4,0.122,0.5,-1.2,-0.7,0.8
Brent Barry,31,SEA,SG,75,68,2480,15.8,0.597,0.508,0.279,2.2,12.2,7.1,25.0,2.5,0.5,18.0,14.9,4.8,2.5,7.3,0.141,1.1,1.5,2.6,2.9
Al Harrington,22,IND,SF,82,37,2467,12.4,0.493,0.051,0.306,7.4,15.7,11.6,8.8,1.5,1.0,13.8,21.6,0.7,3.2,3.9,0.075,-2.3,-0.5,-2.8,-0.5
Elton Brand,23,LAC,PF,62,61,2454,21.7,0.543,0.001,0.396,13.1,19.3,16.2,12.0,1.5,4.6,13.2,22.4,4.9,2.7,7.6,0.149,2.5,0.5,3.0,3.1
Peja StojakoviÄ,25,SAC,SF,72,72,2450,19.6,0.6,0.393,0.255,2.8,14.0,8.7,9.4,1.5,0.1,8.1,22.5,6.9,3.3,10.1,0.199,3.6,-0.1,3.5,3.4
Jamaal Magloire,24,NOH,C,82,82,2443,15.4,0.541,0.005,0.507,12.2,22.3,17.2,5.9,1.1,3.3,16.9,17.4,2.9,3.8,6.7,0.133,-1.3,0.2,-1.2,0.5
Zydrunas Ilgauskas,27,CLE,C,81,81,2432,19.4,0.516,0.004,0.456,10.8,17.4,14.1,10.1,1.2,4.4,13.5,27.8,2.9,2.1,5.0,0.099,0.5,-0.8,-0.3,1.0
Jason Williams,27,MEM,PG,76,76,2407,17.1,0.501,0.47,0.153,1.2,8.6,5.0,41.8,2.0,0.3,15.5,20.3,4.0,0.7,4.7,0.094,2.9,-1.7,1.2,1.9
Bonzi Wells,26,POR,SG,75,65,2396,15.7,0.505,0.131,0.316,4.9,14.9,9.9,18.0,2.8,0.6,16.0,25.9,0.9,3.1,4.0,0.08,-0.6,0.4,-0.2,1.1
Vlade Divac,34,SAC,C,80,80,2384,15.6,0.519,0.038,0.383,7.4,17.8,12.9,16.7,1.8,2.9,16.6,17.0,2.6,4.4,7.0,0.141,-0.2,2.4,2.1,2.5
Shane Battier,24,MEM,SF,78,47,2383,15.0,0.597,0.38,0.255,6.1,10.1,8.1,6.8,2.2,2.5,9.7,13.2,4.8,1.5,6.2,0.126,1.4,0.8,2.3,2.5
Yao Ming,22,HOU,C,82,72,2382,20.6,0.57,0.002,0.461,9.7,22.6,16.3,10.6,0.7,4.4,15.2,22.1,5.2,3.5,8.7,0.176,1.3,0.9,2.2,2.5
Donyell Marshall,29,CHI,PF,78,53,2378,18.4,0.513,0.095,0.241,11.0,21.3,16.2,10.0,2.0,2.6,11.7,21.5,3.0,3.1,6.0,0.122,1.2,0.1,1.3,1.9
Aaron McKie,30,PHI,SF,80,40,2374,13.7,0.497,0.168,0.201,3.0,14.5,8.7,18.6,2.9,0.3,13.1,15.8,2.1,3.0,5.1,0.104,-0.6,1.6,1.1,1.9
Tim Thomas,25,MIL,SF,80,70,2358,14.3,0.527,0.285,0.2,4.8,14.6,9.7,7.3,1.6,1.5,11.6,22.6,1.9,1.0,2.9,0.06,-0.5,-1.7,-2.2,-0.1
Calbert Cheaney,31,UTA,SG,81,74,2351,9.8,0.514,0.038,0.106,3.9,10.5,7.3,11.7,1.5,0.4,13.7,15.5,1.0,1.7,2.8,0.056,-2.4,-0.3,-2.6,-0.4
Darrell Armstrong,34,ORL,PG,82,23,2350,14.6,0.53,0.361,0.292,4.3,10.2,7.2,21.7,3.0,0.4,18.1,16.9,2.7,2.2,4.9,0.1,0.2,0.7,0.9,1.7
Eric Williams,30,BOS,SF,82,79,2350,13.1,0.538,0.191,0.466,6.7,11.8,9.2,10.4,1.9,0.6,12.3,15.6,3.4,2.6,6.0,0.123,-1.2,0.3,-0.9,0.7
Jerome Williams,29,TOR,PF,71,63,2346,15.6,0.525,0.011,0.525,10.8,21.2,15.8,6.7,2.6,0.8,13.0,14.7,2.9,2.5,5.4,0.11,-0.3,0.0,-0.3,1.0
